Period;AT;BE;BG;CH;CY;CZ;DE;DK;EE;EL;ES;FI;FR;HR;HU;IE;IT;LT;LU;LV;ME;MK;MT;NL;NO;PL;PT;RO;RS;SE;SI;SK;TR;UK
01/07/12;79710.6 ;96599.0 ;10607.6 ;135066.8 ;4843.0 ;40743.2 ;690408.0 ;63997.8 ;4532.3 ;46626.1 ;257492.0 ;50195.0 ;523680.0 ;11219.6 ;25753.2 ;43709.9 ;405392.4 ;8408.1 ;11690.9 ;5557.6 ;801.3 ;1939.8 ;1858.2 ;162798.0 ;99024.2 ;98428.5 ;41881.5 ;32871.0 ;8227.0 ;111285.9 ;9066.4 ;18404.8 ;177301.6 ;546566.8 
01/10/12;80126.0 ;96992.0 ;10588.6 ;134900.0 ;4786.6 ;40623.9 ;691596.0 ;63867.2 ;4568.5 ;46153.9 ;253192.0 ;50377.0 ;523842.0 ;11136.3 ;25850.5 ;43507.5 ;404169.7 ;8530.5 ;12005.4 ;5646.5 ;809.5 ;1921.9 ;1882.9 ;163778.6 ;100448.9 ;98635.2 ;41699.2 ;33183.0 ;8689.5 ;108477.0 ;8979.0 ;18416.1 ;178376.7 ;537530.3 
01/01/13;80000.4 ;97283.0 ;10576.6 ;132972.6 ;4506.2 ;39859.5 ;692297.0 ;64166.8 ;4690.0 ;45894.6 ;255914.0 ;50480.0 ;525499.0 ;11165.4 ;24994.5 ;43568.3 ;400788.1 ;8547.5 ;11844.3 ;5600.9 ;820.4 ;1947.7 ;1912.8 ;163986.3 ;101470.2 ;97497.4 ;42018.0 ;34737.9 ;9091.9 ;111640.0 ;9019.1 ;18452.1 ;181907.9 ;512313.3 
01/04/13;80564.9 ;98119.0 ;10411.8 ;134027.8 ;4564.8 ;39727.2 ;701778.0 ;64325.2 ;4707.6 ;45318.9 ;255183.0 ;51009.0 ;529803.0 ;11182.2 ;25627.9 ;44682.4 ;402983.3 ;8750.3 ;12356.9 ;5653.8 ;827.7 ;2046.9 ;1978.6 ;164942.5 ;99470.5 ;97493.3 ;42376.7 ;35675.2 ;9093.8 ;110859.9 ;9090.6 ;18518.3 ;188439.7 ;517544.9 
01/07/13;81324.0 ;98323.0 ;10360.4 ;134411.9 ;4492.0 ;40060.9 ;709028.0 ;64936.4 ;4777.5 ;44634.9 ;254815.0 ;51337.0 ;530117.0 ;11060.9 ;25744.9 ;45227.4 ;404141.4 ;8849.5 ;12338.1 ;5730.7 ;851.5 ;2067.2 ;2020.1 ;165589.1 ;97987.2 ;97006.4 ;42900.6 ;36093.4 ;9134.5 ;110477.4 ;9146.7 ;18576.4 ;179119.5 ;525717.1 
01/10/13;81890.5 ;99155.0 ;10675.4 ;135581.7 ;4431.9 ;39791.9 ;712703.0 ;65313.3 ;4735.6 ;44235.9 ;254436.0 ;51495.0 ;532788.0 ;10927.3 ;25912.2 ;45659.2 ;404551.7 ;8924.0 ;12500.8 ;5798.5 ;851.2 ;2093.1 ;2033.7 ;165912.0 ;94950.4 ;100189.1 ;43197.0 ;36663.6 ;9146.0 ;109428.6 ;9296.5 ;18670.5 ;172216.3 ;541019.8 
01/01/14;81905.6 ;99783.0 ;10321.4 ;136699.6 ;4374.2 ;38673.1 ;725275.0 ;65614.5 ;4915.2 ;44272.7 ;256308.0 ;51369.0 ;535102.0 ;10897.1 ;26082.1 ;46770.4 ;406790.6 ;9109.7 ;12616.9 ;5859.0 ;858.3 ;2125.7 ;2108.2 ;167248.0 ;93497.1 ;100959.9 ;43023.7 ;36164.8 ;8978.0 ;110765.1 ;9308.4 ;18782.5 ;164765.0 ;555148.8 
01/04/14;83303.3 ;99878.0 ;10519.3 ;137839.0 ;4349.3 ;39285.0 ;729064.0 ;65819.3 ;4977.9 ;44115.1 ;256980.0 ;51594.0 ;535704.0 ;11049.0 ;26632.8 ;48911.4 ;406242.1 ;9121.0 ;12747.7 ;5887.5 ;843.9 ;2155.2 ;2152.1 ;166720.7 ;96067.0 ;102276.2 ;43081.2 ;37608.9 ;8938.2 ;109917.4 ;9423.5 ;18917.4 ;172218.1 ;569087.2 
01/07/14;83834.3 ;101347.0 ;11002.0 ;139203.6 ;4355.0 ;39620.1 ;734774.0 ;66610.0 ;5011.0 ;44743.4 ;258252.0 ;51945.0 ;538768.0 ;10978.0 ;26635.1 ;48723.2 ;406970.5 ;9195.0 ;13096.4 ;5931.7 ;867.2 ;2131.5 ;2206.9 ;167813.4 ;95213.9 ;103354.3 ;43429.3 ;38247.8 ;8801.4 ;109306.3 ;9473.7 ;19109.6 ;181811.7 ;590792.2 
01/10/14;84401.5 ;101995.0 ;11047.7 ;140367.8 ;4351.7 ;40200.1 ;742539.0 ;67711.5 ;5132.1 ;44391.6 ;260618.0 ;51989.0 ;541612.0 ;10982.5 ;26966.5 ;50307.6 ;408363.1 ;9161.9 ;13267.2 ;5998.9 ;882.1 ;2165.4 ;2283.5 ;169735.0 ;91346.7 ;102220.9 ;43519.5 ;38348.9 ;8763.8 ;109687.7 ;9436.3 ;19283.1 ;188955.6 ;596643.1 
01/01/15;84712.5 ;102870.0 ;11136.5 ;156964.3 ;4405.7 ;41048.0 ;745226.0 ;68018.8 ;5028.3 ;44210.7 ;265848.0 ;52051.0 ;546683.0 ;11060.7 ;27651.7 ;63606.2 ;409916.0 ;9206.0 ;13488.8 ;6042.1 ;893.8 ;2241.6 ;2402.1 ;169712.4 ;88774.8 ;105279.9 ;44429.3 ;39476.9 ;8699.0 ;111132.5 ;9576.6 ;19667.2 ;200372.5 ;637427.4 
01/04/15;85667.3 ;103663.0 ;11567.7 ;161989.5 ;4442.6 ;42068.8 ;753703.0 ;68055.9 ;5150.9 ;44155.8 ;268181.0 ;52935.0 ;547639.0 ;11334.1 ;28091.1 ;63991.3 ;412206.6 ;9318.9 ;13604.8 ;6149.4 ;906.9 ;2244.9 ;2475.5 ;172273.9 ;91780.3 ;109005.3 ;44790.9 ;38858.7 ;8960.1 ;113728.9 ;9632.9 ;19883.0 ;195808.5 ;667005.1 
01/07/15;86770.3 ;104678.0 ;11401.7 ;157818.3 ;4473.6 ;43130.6 ;759653.0 ;68402.9 ;5212.7 ;43553.3 ;270633.0 ;53031.0 ;551088.0 ;11407.2 ;28121.8 ;66006.4 ;415108.0 ;9365.0 ;13465.2 ;6198.5 ;915.2 ;2280.1 ;2524.4 ;174294.3 ;86178.9 ;107571.7 ;45108.7 ;40777.5 ;8982.5 ;113937.9 ;9706.5 ;20100.4 ;188351.4 ;671517.4 
01/10/15;87167.9 ;105490.0 ;11643.8 ;156335.0 ;4561.8 ;43395.5 ;764515.0 ;68541.5 ;5230.1 ;44350.7 ;272928.0 ;53368.0 ;552990.0 ;11347.8 ;28924.6 ;69204.9 ;417104.1 ;9471.5 ;13537.9 ;6189.4 ;930.1 ;2308.3 ;2590.6 ;173819.5 ;81871.5 ;107950.9 ;45384.3 ;40681.4 ;9094.3 ;116637.7 ;9785.6 ;20237.6 ;194225.0 ;669149.5 
01/01/16;89036.3 ;105349.0 ;11975.2 ;155659.4 ;4626.4 ;43967.6 ;774356.0 ;69514.3 ;5387.4 ;43468.6 ;275039.0 ;53894.0 ;557770.0 ;11532.6 ;28351.2 ;65039.5 ;421642.7 ;9512.1 ;13747.2 ;6272.1 ;957.1 ;2354.5 ;2553.3 ;174746.8 ;79652.0 ;104724.1 ;45994.4 ;41122.8 ;9042.9 ;116377.3 ;9934.9 ;20132.3 ;193667.5 ;635759.4 
01/04/16;89027.5 ;107642.0 ;11959.8 ;156326.9 ;4672.7 ;44023.6 ;780290.0 ;70533.5 ;5358.8 ;43769.1 ;276760.0 ;53994.0 ;556151.0 ;11778.3 ;28915.3 ;64812.4 ;422702.6 ;9649.1 ;13870.8 ;6268.5 ;971.4 ;2380.6 ;2598.8 ;175932.5 ;82492.6 ;106059.2 ;46216.5 ;42247.6 ;9135.7 ;117824.4 ;9992.8 ;20196.4 ;197899.9 ;631911.1 
01/07/16;89389.8 ;108152.0 ;12243.7 ;157851.7 ;4755.9 ;44530.1 ;784278.0 ;70934.9 ;5434.0 ;43544.7 ;280145.0 ;54719.0 ;557600.0 ;11911.3 ;29277.7 ;66341.0 ;425268.9 ;9786.5 ;14240.2 ;6322.7 ;991.6 ;2446.9 ;2668.3 ;177936.2 ;83366.2 ;107658.5 ;46900.4 ;42563.2 ;9217.2 ;115996.4 ;10149.0 ;20245.2 ;191882.3 ;589143.6 
01/10/16;89980.9 ;108941.0 ;12520.3 ;158740.7 ;4874.2 ;44831.8 ;789991.0 ;72125.8 ;5558.9 ;43873.7 ;281896.0 ;54911.0 ;561023.0 ;11992.1 ;29743.3 ;73008.9 ;426981.0 ;9910.0 ;14281.1 ;6469.9 ;1022.0 ;2470.0 ;2720.4 ;179670.0 ;87578.7 ;108554.5 ;47378.5 ;43630.4 ;9366.1 ;115254.3 ;10292.0 ;20440.3 ;201816.5 ;583552.7 
01/01/17;90896.9 ;110427.0 ;12733.4 ;160564.6 ;4978.5 ;45715.9 ;801647.0 ;72978.9 ;5766.0 ;43829.6 ;285723.0 ;55690.0 ;567060.0 ;12213.0 ;30817.6 ;69905.1 ;429396.1 ;10261.8 ;14298.8 ;6555.6 ;1036.4 ;2490.1 ;2909.3 ;181151.4 ;90624.7 ;112395.6 ;48096.5 ;45790.2 ;9413.1 ;119237.1 ;10443.1 ;20689.5 ;184438.1 ;595385.4 
01/04/17;92029.3 ;111199.0 ;12954.7 ;158550.3 ;5014.4 ;48098.5 ;812696.0 ;74111.9 ;5955.9 ;44169.3 ;289461.0 ;56393.0 ;572808.0 ;12451.3 ;31351.9 ;72199.2 ;433299.3 ;10435.6 ;14534.3 ;6678.1 ;1061.9 ;2468.8 ;2944.0 ;183934.1 ;87478.4 ;116871.7 ;48739.2 ;45936.1 ;9591.9 ;119183.8 ;10688.1 ;20948.4 ;192048.1 ;596842.5 
01/07/17;92874.2 ;111251.0 ;13205.7 ;154045.0 ;5078.3 ;49674.2 ;823568.0 ;73586.1 ;5950.6 ;44599.1 ;291234.0 ;56741.0 ;576862.0 ;12642.5 ;32272.1 ;74378.7 ;435888.1 ;10699.3 ;14528.1 ;6792.8 ;1086.7 ;2540.9 ;3032.6 ;185680.3 ;88614.7 ;117768.2 ;49314.3 ;47464.4 ;9984.0 ;121329.3 ;10833.1 ;21227.4 ;193291.8 ;576395.4 
01/10/17;93757.6 ;112173.0 ;13532.5 ;151487.4 ;5174.1 ;51095.0 ;833086.0 ;74128.8 ;6126.7 ;44245.0 ;295449.0 ;57477.0 ;582217.0 ;12532.5 ;32591.6 ;79299.5 ;439955.8 ;10849.5 ;14742.5 ;6886.2 ;1097.5 ;2539.6 ;3060.7 ;188044.9 ;87428.4 ;120208.5 ;49797.1 ;47846.0 ;10204.7 ;120098.5 ;11154.2 ;21577.5 ;190388.3 ;591943.1 
01/01/18;95494.3 ;113205.0 ;13440.3 ;152525.5 ;5304.2 ;52259.2 ;833314.0 ;74341.2 ;6243.1 ;44732.2 ;296217.0 ;57864.0 ;584669.0 ;12812.5 ;33661.6 ;80234.8 ;441231.8 ;11065.1 ;14874.2 ;7031.8 ;1130.1 ;2629.2 ;3095.9 ;190869.8 ;89497.5 ;123528.8 ;50526.2 ;48778.6 ;10519.7 ;119329.2 ;11214.4 ;21828.9 ;188341.4 ;597562.7 
01/04/18;95646.4 ;114573.0 ;13978.1 ;153718.1 ;5370.4 ;52528.5 ;842353.0 ;75013.5 ;6398.3 ;44806.3 ;299384.0 ;58158.0 ;588187.0 ;13236.2 ;33723.4 ;81490.4 ;443460.1 ;11252.8 ;14995.8 ;7216.4 ;1165.3 ;2672.8 ;3188.9 ;192112.9 ;92574.2 ;122819.6 ;51058.0 ;50346.6 ;10682.5 ;117025.4 ;11425.6 ;22225.4 ;175845.2 ;608297.6 
01/07/18;96410.7 ;115060.0 ;14405.6 ;157567.9 ;5412.8 ;53069.6 ;843062.0 ;76158.9 ;6461.0 ;44718.1 ;301953.0 ;58521.0 ;592895.0 ;13266.8 ;33908.7 ;81569.1 ;442390.1 ;11448.2 ;15192.6 ;7369.4 ;1174.3 ;2678.9 ;3333.7 ;194623.2 ;95375.4 ;124508.8 ;51611.4 ;52003.8 ;10813.5 ;115479.4 ;11634.3 ;22599.8 ;149789.0 ;604331.2 
01/10/18;97853.2 ;117192.0 ;14270.9 ;159421.3 ;5525.3 ;53323.2 ;853614.0 ;76815.1 ;6669.0 ;45072.6 ;305705.0 ;58925.0 ;598788.0 ;13317.1 ;34784.7 ;82183.0 ;444251.4 ;11743.3 ;15256.0 ;7504.1 ;1178.9 ;2749.9 ;3332.3 ;196794.3 ;94366.3 ;126856.2 ;51988.6 ;52521.5 ;10839.6 ;119174.5 ;11789.8 ;22776.0 ;154179.9 ;610917.5 
01/01/19;98910.3 ;117619.0 ;15284.3 ;160163.8 ;5675.2 ;55247.5 ;862884.0 ;76664.4 ;6833.8 ;45655.7 ;307704.0 ;59235.0 ;605325.0 ;13715.5 ;36539.8 ;86401.0 ;447313.9 ;11962.2 ;15161.6 ;7640.8 ;1192.6 ;2732.0 ;3384.7 ;200315.1 ;91533.2 ;129576.1 ;52982.3 ;53760.6 ;11020.6 ;120021.2 ;11922.7 ;23174.8 ;167703.4 ;628992.2 
01/04/19;98780.9 ;118612.0 ;15544.4 ;161131.1 ;5737.5 ;56095.0 ;864337.0 ;77585.3 ;6910.5 ;46089.2 ;309942.0 ;60037.0 ;610140.0 ;13930.0 ;36448.9 ;88764.2 ;449175.0 ;12191.2 ;15741.8 ;7646.5 ;1218.7 ;2809.2 ;3459.0 ;202058.1 ;91650.3 ;132897.7 ;53220.4 ;55270.0 ;11362.1 ;118826.5 ;11988.2 ;23421.5 ;160813.7 ;630981.9 
01/07/19;99716.0 ;120315.0 ;15119.7 ;166133.5 ;5791.1 ;56731.3 ;872995.0 ;78221.6 ;6949.1 ;45577.8 ;311706.0 ;60199.0 ;612081.0 ;13915.6 ;36498.5 ;89425.8 ;450273.2 ;12194.7 ;15822.3 ;7636.4 ;1264.3 ;2838.9 ;3590.0 ;204184.7 ;90078.6 ;134228.4 ;53859.7 ;56021.3 ;11644.2 ;118741.8 ;12237.9 ;23576.5 ;173535.1 ;618880.6 
01/10/19;99923.4 ;121615.0 ;15588.1 ;166847.1 ;5806.1 ;57608.4 ;878996.0 ;78005.0 ;6999.8 ;45388.2 ;315023.0 ;60381.0 ;611227.0 ;13974.3 ;36656.0 ;91470.9 ;449761.6 ;12508.3 ;15928.0 ;7683.9 ;1252.0 ;2815.7 ;3609.7 ;206518.9 ;89552.4 ;136901.9 ;54312.3 ;57318.9 ;11893.8 ;119637.9 ;12434.7 ;23875.3 ;177173.1 ;649860.6 
01/01/20;97691.5 ;118199.0 ;15609.2 ;168424.5 ;5763.0 ;56682.6 ;867072.0 ;79119.7 ;6846.1 ;44960.4 ;296636.0 ;60721.0 ;583313.0 ;13982.8 ;36614.9 ;93029.5 ;423204.4 ;12547.0 ;15955.6 ;7642.8 ;1231.3 ;2806.7 ;3486.4 ;204152.1 ;83674.8 ;136213.7 ;52393.6 ;57258.0 ;12009.4 ;119848.5 ;11862.0 ;23109.8 ;175514.9 ;642870.4 
01/04/20;87903.7 ;103332.0 ;14485.5 ;158415.2 ;4949.9 ;49451.6 ;785466.0 ;74599.1 ;6335.9 ;38331.4 ;245851.0 ;57286.0 ;523985.0 ;11665.5 ;30956.3 ;88792.0 ;374202.6 ;11847.9 ;15185.0 ;6933.1 ;946.0 ;2368.3 ;2966.1 ;186952.4 ;72307.7 ;120033.4 ;45294.8 ;49684.8 ;11000.3 ;111081.5 ;10793.4 ;21542.3 ;142880.8 ;536776.7 
01/07/20;97399.7 ;117262.0 ;15420.7 ;166257.6 ;5422.2 ;54431.5 ;848856.0 ;79473.6 ;6733.5 ;40725.4 ;289165.0 ;59768.0 ;596224.0 ;11931.8 ;34114.7 ;96873.1 ;431524.4 ;12444.0 ;16243.5 ;7320.5 ;930.7 ;2761.9 ;3242.2 ;203380.9 ;80059.6 ;134379.8 ;51109.2 ;53921.5 ;11769.8 ;120591.5 ;11969.7 ;23599.5 ;158915.4 ;596839.9 
01/10/20;95636.2 ;118100.0 ;15765.7 ;166295.3 ;5482.8 ;54911.7 ;858830.0 ;79321.8 ;6902.2 ;41680.8 ;290296.0 ;60220.0 ;597183.0 ;12837.0 ;35021.8 ;93402.7 ;426732.4 ;12664.7 ;16777.5 ;7557.1 ;1152.8 ;2825.5 ;3370.4 ;205502.5 ;81114.2 ;133862.3 ;51289.9 ;57645.6 ;12036.0 ;123973.6 ;12068.7 ;23827.6 ;152957.7 ; 
01/01/21;95615.8 ;121059.0 ;16300.2 ;164489.2 ;5624.2 ;56623.9 ;858249.0 ;80022.8 ;7170.9 ;43758.4 ;288033.0 ;60825.0 ;602194.0 ;13854.0 ;36082.2 ;100612.7 ;428749.2 ;13109.5 ;17495.3 ;7837.6 ;1178.6 ;2832.6 ;3508.8 ;204800.5 ;89171.6 ;135576.1 ;50589.2 ;58388.6 ;12506.5 ;128680.9 ;12348.5 ;23296.3 ;172571.5 ; 
01/04/21;100008.4 ;124170.0 ;16366.2 ;168082.4 ;5781.5 ;59324.8 ;875577.0 ;82648.8 ;7416.1 ;44994.3 ;292513.0 ;62646.0 ;611769.0 ;14115.6 ;38622.6 ;105892.1 ;441253.9 ;13690.6 ;17935.4 ;8100.1 ;1185.3 ;2856.5 ;3505.3 ;212062.0 ;95481.1 ;138287.1 ;52339.2 ;59485.5 ;13180.6 ;130183.9 ;12693.3 ;24282.2 ;164955.0 ; 
01/07/21;104387.9 ;129118.0 ;17088.9 ;174150.7 ;5927.2 ;61232.2 ;910936.0 ;85071.3 ;7783.4 ;46005.8 ;305002.0 ;64045.0 ;630330.0 ;14580.2 ;39015.9 ;109243.7 ;451768.1 ;13992.5 ;18507.0 ;8303.6 ;1218.7 ; ;3731.1 ;220367.6 ;104897.3 ;144760.9 ;53814.5 ;59645.0 ;13520.8 ;132667.3 ;12959.2 ;24607.8 ;184184.6 ; 
01/10/21;103003.0 ;132127.0 ;17891.9 ;180232.6 ;6019.9 ;61469.9 ;917223.0 ;86782.3 ;8217.2 ;47239.3 ;319515.0 ;65418.0 ;637301.0 ;14683.9 ;39828.0 ;104887.5 ;451993.1 ;14582.5 ;19269.3 ;8548.6 ;1315.2 ; ;3784.6 ;223277.1 ;117435.7 ;150676.5 ;54534.8 ;61389.8 ;14014.0 ;137727.1 ;13745.3 ;24936.2 ;166984.4 ; 
